type,text
ham,ok u tell wat time u coming later lor 
ham,u repeat e instructions again  wat's e road name ur house 
ham,so many people seems special first sight  but remain special till last sight   maintain till life ends   sh jas
ham,quite lor  but dun tell wait get complacent   
ham,sorry completely forgot * pop em round week still here 
ham,u r the most beautiful girl ive ever seen  u r my baby come and c me in the common room
ham,o cant see join denis mina  or denis want alone time
ham,sen told going join uncle finance cbe
ham,yup    hey one day fri ask miwa jiayin take leave go karaoke
ham,call me  senthil hsbc 
ham,especially since talk boston personal statement  lol  i woulda changed realized said nyc  it says boston now 
ham,indeed way either -  
spam,urgent -call 09066649731from landline  your complimentary 4* ibiza holiday £10 000 cash await collection sae t&cs po box 434 sk3 8wp 150ppm 18+
ham,holy living christ taking long
ham,ü thk wat eat tonight 
ham,thanx  yup coming back sun  finish dinner going back 2 hotel now  time flies  we're tog 4 exactly mth today  hope we'll haf many mths come   
ham,we're opposite side dropped
ham,yup  izzit still raining heavily cos i'm e mrt can't c outside 
ham,send resume:-)
ham,gd luck 4 ur exams :-)
ham,or u ask next sat not  if make i'm ok lor 
ham,sorry uncle  i ll keep touch
ham,saw guys dolls last night patrick swayze great
spam,urgent this 2nd attempt contact u  your £900 prize yesterday still awaiting collection  to claim call now 09061702893
spam,santa calling  would little ones like call santa xmas eve  call 09077818151 book time  calls1 50ppm last 3mins 30s t&c www santacalling com
ham,just come home  i want u miserable
ham,i dont know she s getting messages
ham,cool tyler take we're gonna buy drop place later tonight  our total order quarter  got enough 
ham,the guy car shop flirting got phone number paperwork called texted me  i'm nervous course may address  should call boss tell him  knowing may get fired 
ham,reverse cheating  that mathematics 
ham,how plan manage
ham,er  hello  things didn‘t quite go plan – limping slowly home followed aa exhaust hanging
ham,sorry delay  yes masters
ham,call u finish come n pick u 
spam,private  your 2004 account statement 078498****7 shows 786 unredeemed bonus points  to claim call 08719180219 identifier code: 45239 expires 06 05 05
ham,what's oga  left phone home saw ur messages  hope good  have great weekend 
ham,don't worry though  i understand important i put place poorly thought punishment face worst thing ever happened me  brb gonna go kill
ham,honey  pls find much sell predicte nigeria  and many times used  its important reply monday
ham,e admin building there  i might b slightly earlier    i'll call u i'm reaching   
ham,fyi i'm usf now  swing room whenever
ham,call &lt;#&gt; min thats ok
ham,ummmmmaah many many happy returns day dear sweet heart   happy birthday dear
ham,ü home work meh   
ham,anything valuable 2 situations: first- before getting it    second- after loosing it   
ham,me too  mark taking forever pick prescription pain coming back 
ham,how's ur paper 
ham,got smaller capacity one  quite ex   
spam,check out choose your babe videos @ sms shsex netun fgkslpopw fgkslpo
ham,im good  i thinking you   
spam,u r winner u ave specially selected 2 receive £1000 cash 4* holiday (flights inc) speak live operator 2 claim 0871277810710p/min (18 )
ham,:-) :-)
ham,not thought bout it    || drink tap & spile seven  || is pub gas st broad st canal  || ok 
ham,i going sleep  i tired travel 
ham,haha  i thinkin
ham,yup giving problems mayb i'll jus leave it   
ham,lol no  just trying make day little interesting
ham,how long get reply  defer admission til next semester
ham,"the word ""checkmate"" chess comes persian phrase ""shah maat"" means; ""the king dead  "" goodmorning   have good day  :)"
ham,po de :-):):-):-):-)  no need job aha 
ham,rats  hey u ever vote next themes 
spam,new mobiles 2004  must go  txt: nokia no: 89545 & collect today  from only £1  www 4-tc biz 2optout 087187262701 50gbp/mtmsg18 txtauction 
ham,i hope pee burns tonite 
ham,oh rite  well im with my best mate pete  who i went out with 4 a week+ now were 2geva again  its been longer than a week 
ham,yay can't wait party together 
ham,    photoshop makes computer shut down 
ham,all boys made fun today  ok problem  i sent one message fun
ham,that's one issues california okay  no snow manageable
spam,private  your 2003 account statement shows 800 un-redeemed s  i  m  points  call 08715203652 identifier code: 42810 expires 29/10/0
ham,hmmm     mayb try e shoppin area one  forgot e name hotel   
ham,awesome  gonna soon later tonight 
ham,i need details online job 
spam,you have won  as valued vodafone customer computer picked you win £150 prize  to collect easy  just call 09061743386
ham,missing too pray inshah allah
ham,pls help tell ashley cant find number oh
ham,i escape theatre now    going watch kavalan minutes
ham,s this increase chance winning 
ham,either way works me  i &lt;#&gt; years old  hope doesnt bother you 
ham,maybe find something else instead   
ham,gain rights wife dont demand it i trying husband too lets see
ham,i liked new house
ham,i'm fine  hope also
ham,also north carolina texas atm  would go gre site pay test results sent 
ham,same u   
ham,yes baby  i need stretch open pussy 
ham,thanks   or bomb date phone wanted say 
ham,ok   
ham,hey  guy i know breathing neck get bud  anyway able get half track usf tonight 
ham,"""response"" one powerful weapon 2 occupy place others 'heart'    so  always give response 2 cares 4 u""    gud night  swt dreams  take care"
ham,nokia phone lovly  
spam,**free message**thanks using auction subscription service  18   150p/msgrcvd 2 skip auction txt out  2 unsubscribe txt stop customercare 08718726270
spam,bored housewives  chat n date now  0871750 77 11  bt-national rate 10p/min landlines 
ham,sorry da  today wont come play  i driving clas  
ham,i'm really sorry i lit hair fire
ham,"oh  shit  i thought trip  loooooool     that makes so much sense     *grins* sofa reference     the ""sleep couch"" link sent     wasn't went trip   oh     and babe go celebration rents "
ham,okey dokey swashbuckling stuff oh 
ham,watching cartoon  listening music &amp; eve go temple &amp; church   what u 
ham,1  tension face 2  smiling face 3  waste face 4  innocent face 5 terror face 6 cruel face 7 romantic face 8 lovable face 9 decent face &lt;#&gt;  joker face 
ham,dip's cell dead  so coming him  u better respond else shall come back 
ham,well  you know mean  texting
ham,hi dis yijue would happy work wif ü gek1510   
ham,lol  oops sorry  have fun 
ham,wat happened cruise thing
ham,i know dat feelin pete  wuld get em   nuther place nuther time mayb 
spam,lyricalladie(21/f) inviting friend  reply yes-910 no-910  see her: www sms ac/u/hmmross stop  send stop frnd 62468
ham,the world's happiest frnds never characters    dey best understanding differences   
spam,no 1 polyphonic tone 4 ur mob every week  just txt pt2 87575  1st tone free   get txtin tell ur friends  150p/tone  16 reply hl 4info
ham,yeah open chat click friend lists  then make list  easy pie
ham,alright tyler's got minor crisis home sooner thought asap
ham,when/where i pick
ham,as usual u call ard 10 smth 
ham,new theory: argument wins situation  loses person  so dont argue ur friends just         kick &amp; say  i'm always correct  
ham,for many things antibiotic used chest abdomen gynae infections even bone infections 
ham,poor girl can't go one day lmao
ham,or 6times
spam,todays vodafone numbers ending 4882 selected receive £350 award  if number matches call 09064019014 receive £350 award 
ham,you pls make note she s exposed to  also find school anyone else vomiting  is dog cat house  let know later 
ham,japanese proverb: if one can it  u can it  if none can it u must indian version: if one can it  let him do it   if none can it leave it   and finally kerala version: if one it  stop it   if none it  make strike    
ham,sounds like could lot time spent chastity device boy     *grins*     or take beatings like good dog  going lounge nice long bath  
ham,its worse uses half way stops  its better complete it 
ham,miserable  they tell u side effects birth control massive gut wrenching cramps first 2 months  i sleep last night 
ham,send new number
ham,convey regards
spam,want latest video handset  750 anytime network mins  half price line rental  reply call 08000930705 delivery tomorrow
ham,2 half years missed friendship:-)
ham,i cant pick phone right now  pls send message
ham,oh fuck's sake like tallahassee
ham,haha  first person i gonna ask
spam,ou guaranteed latest nokia phone  40gb ipod mp3 player £500 prize  txt word: collect no: 83355  ibhltd ldnw15h 150p/mtmsgrcvd18
ham,taka lor  wat time u wan 2 come n look 4 us 
spam,* free* polyphonic ringtone text super 87131 get free poly tone week now  16 sn pobox202 nr31 7zs subscription 450pw
ham,"""i;m reaching another 2 stops """
ham,no  *didn't* mean post it  i wrote it  like many times i've ritten stuff you  let sit there  was feeling time  i angry  before left  hit send  stop  it there  i checked phone got car  it there  you said sleep  bored  so that time clean  fold laundry  etc   at least make bed 
spam,warner village 83118 c colin farrell swat wkend @warner village & get 1 free med  popcorn just show msg+ticket@kiosk valid 4-7/12  c t&c @kiosk  reply sony 4 mre film offers
ham,will come online today night
ham,then anything special 
ham,i'm solihull  | want anything 
ham,will do  have good day
ham,we regret to inform u that the nhs has made a mistake u were never actually born please report 2 yor local hospital 2b terminated we r sorry 4 the inconvenience
ham,love holiday monday feeling even i go dentists hour
ham,i way tirupur 
spam,goal  arsenal 4 (henry  7 v liverpool 2 henry scores simple shot 6 yards pass bergkamp give arsenal 2 goal margin 78 mins 
ham,you've already got flaky parent  it'snot supposed child's job support parent   not they're the ride age anyway  i'm supposed support you  and i've hurt you  unintentional  but hurt nonetheless 
ham,we took hooch walk toaday fell over  splat  grazed knees everything  should stayed home  see tomorrow 
ham,just dropped em off  omw back
spam,this 2nd time tried 2 contact u  u 750 pound prize  2 claim easy  call 08712101358 now  only 10p per min  bt-national-rate
ham,sitting mu waiting everyone get suite i take shower
ham,re call; you see facebook huh 
ham,g says never answer texts  confirm/deny
ham,its common hearin how r u  wat r u doing  how ur day  so let ask u something different  did u smile today  if not  now     gud evng 
ham,hi dear call urgnt  i know whats problem  you want work problem least tell me  wating reply 
ham,oh yah    we never cancel leh    haha
ham,we go 4 e normal pilates intro   
ham,ok    let u noe leave house 
ham,oh yes  like torture watching england 
ham,wanna art   :d
ham,just hopeing wasn‘t pissed remember gone sisters something 
spam,got takes 2 take part wrc rally oz  u lucozade energy  text rally le 61200 (25p)  see packs lucozade co uk/wrc & itcould u 
spam,hi  sexychat girls waiting text them  text great night chatting  send stop stop service
ham,good morning  boytoy  how's yummy lips   where's sexy buns   what   do think   do crave   do need  
ham,match started india &lt;#&gt; 2
